0	H2	candida,sugar,antifungal,protocol
1	M1	threads,roundup,paid-ads,copywriting
2	H10	histamine,cortisol,stress
3	H8	carnivore,allergies,histamine
4	H1	black-seed,thymoquinone,research
5	M1	threads,roundup,marketing
6	B1	cold-email,cold-calling,prospecting,volume
7	B1	cold-calling,sales,phone
8	S1	routine,lifestyle,discipline
9	H1	honey,mthfr,methylation,genetics
10	B1	lead-scraping,leadgen,data
11	H6	skin,pigmentation,sunlight
12	B8	crypto,beginner,roadmap
13	B1	leadgen,ecom,instagram
14	M1	copywriting,conversion,roundup
15	B3	ecom,scaling,case-study
16	B1	va,list-building,cold-email
17	H10	allergies,redox,immune
18	H8	cholesterol,insulin,eggs
19	B1	cold-outreach,consulting,clients
20	H8	seafood,micronutrients,b12
21	B6	origin-story,journey
22	S4	dating,tests,frame
23	B6	beginner,first-1k,gig
24	H1	black-seed,study,neuro
25	B1	leads,promo,b2b
26	C7	brazil,citizenship,birth-tourism
27	H2	leaky-gut,immune,inflammation
28	M6	ads,creative,workflow
29	S5	nightlife,status,social-climbing
30	B6	business-insights,thread
31	B1	cold-email,cta,templates
32	B6	blue-collar,restoration,lessons
33	M3	youtube,storytelling,retention
34	C7	latam,neighborhoods,expat
35	B1	cold-email,copy,framework
36	H2	histamine,dao,gut
37	C6	personal,gratitude,family
38	H1	co2,sparkling-water,serotonin
39	B1	dm,outreach,templates
40	H8	histamine,tmg,nutrients
41	H1	vitamin-c,histamine,antioxidant
42	H10	xenoestrogens,endocrine-disruptors,detox
43	B6	skills,income,leverage
44	B6	business-models,services,recurring
45	B6	business-models,beginner,affiliate
46	M6	media-buying,paid-ads,traffic
47	H2	herbs,gut,spices
49	M3	youtube,faceless,case-study
50	H10	histamine,zinc,copper
51	S7	books,reading-list,self-improvement
52	H11	basics,free,sunlight,sleep
53	H10	mast-cells,histamine,protocol
54	C1	quotes,steve-jobs,creativity
55	H1	colostrum,immunity,gut
56	H1	herbs,cheap,supplements
57	H11	grounding,earthing,free
58	H8	eggs,biotin,nutrition
59	H2	gut-stack,bpc-157,peptides
60	H2	gut,antibiotics,infection
61	M1	copywriting,beginner,tips
62	M1	copywriting,practice,skill
63	M2	tiktok,theme-page,offer
64	B6	roadmap,mindset,money
65	B9	ad-compliance,legal,memes
66	C6	story,inspiration,life
67	B1	case-studies,clients,positioning
68	B5	saas,no-code,launch
69	M7	market-research,positioning
70	B1	white-label,sales,agency
71	H10	histamine,mast-cells,biochem
72	B6	blue-collar,local-business,partnership
73	S5	location,networking,status
74	S1	authenticity,advice
75	H3	libido,hormones,men
77	H11	grounding,earthing
78	C6	personal,update
79	B8	credit,credit-score,business-credit
80	B5	startup-idea,funnel,ecom
81	H2	binders,herbs,pathogens
82	M3	studio,video-setup,youtube
83	H2	gut-healing,bpc-157,glutamine
84	H8	macros,insulin,carbs
85	H10	fatigue,chronic,root-cause
86	H3	thyroid,brain,hormones
87	H3	thyroid,co2,sparkling-water
88	H8	nutrition,organs,food-as-medicine
89	M2	social-growth,case-study,brand
90	B7	call-center,offshore,operations
91	H11	body-odor,metabolism,thyroid
92	B4	info-products,scaling,calls
93	B2	sales-process,basics,video
94	B1	cold-email,objection,template
95	H2	bile,digestion,hormones
96	H10	lymph,detox,immune
97	H10	mast-cells,histamine,lymph
98	H1	methylene-blue,nootropic,supplement
99	M3	tiktok,hooks,copy
100	S1	risk,intensity,lifestyle
101	H11	free,basics,lifestyle
102	H10	iron,viral,root-cause
103	H8	vitamin-d,sun,intuition
104	S1	masculinity,hobbies,lifestyle
105	H9	brain,focus,neuro
106	M3	youtube,automation,faceless
107	S6	style,denim
108	C4	joke,shitpost
109	M6	advertorial,creative,grayhat
110	B1	cold-email,replies,templates
111	B6	story,agency,journey
112	H1	supplements,recommendations
113	H11	basics,beginner,protocol
114	H10	immune,education
115	H9	neurotransmitters,brain,education
116	H9	brain-fog,fatigue,recovery
117	H2	heavy-metals,detox,binders
118	H3	cistanche,libido,herbs
119	S4	dating,conversation,tactics
120	H8	seed-oils,iron,grains
121	H3	testosterone,traits
122	H4	sleep,adenosine,circadian
123	H3	testosterone,natural,protocol
124	B1	cold-email,copywriting,principles
125	H10	fatigue,energy,protocol
126	B4	info-products,gurus,history
127	M1	direct-response,archive,resources
128	B8	crypto,solana,tokens
129	S1	routine,novelty,mindset
130	H6	ghk-cu,peptides,anti-aging
131	B6	local-business,cash,math
132	H1	collagen,supplements,personal
133	S4	dating,location,frame
134	S1	hustle,money-mindset
135	S7	learning,mastery,teachers
136	C3	bioelectric,fringe,dna
137	C1	biography,aristocracy,style
138	B8	crypto,kaspa,altcoin
139	C6	story,wealth,family-business
140	B6	brokering,story,arbitrage
141	S7	language,portuguese,learning
143	S3	intuition,metaphysics,decisions
144	H11	stimulants,dopamine,lifestyle
145	M6	native-ads,hooks,angle
146	H10	symptoms,root-cause,diagnosis
147	S1	resilience,volume,mindset
148	M1	email-marketing,ben-settle,story
149	H8	nutrition,meals,disclaimer
150	S1	skills,side-quests,self-improvement
